elapsed_s,freq_mhz,busy_pct,bzy_mhz,tsc_mhz,temp_c,core_throttle_count,package_throttle_count,sampled_cpu_count
0.5,3593.0,67.07,5357.0,3686.0,79.0,0,0,1
1.0,5331.0,99.76,5344.0,3686.0,79.0,0,0,1
1.5,5278.0,99.76,5291.0,3686.0,79.0,0,0,1
2.0,5328.0,99.76,5341.0,3686.0,79.0,0,0,1
2.5,5333.0,99.76,5346.0,3686.0,80.0,0,0,1
3.0,5333.0,99.76,5346.0,3686.0,79.0,0,0,1
3.5,5320.0,99.76,5333.0,3686.0,79.0,0,0,1
4.0,5335.0,99.76,5348.0,3686.0,79.0,0,0,1
4.5,5332.0,99.76,5345.0,3686.0,79.0,0,0,1
5.0,5335.0,99.76,5348.0,3686.0,79.0,0,0,1
5.5,5325.0,99.76,5338.0,3686.0,79.0,0,0,1
6.0,5330.0,99.76,5343.0,3686.0,79.0,0,0,1
6.5,5335.0,99.76,5348.0,3686.0,80.0,0,0,1
7.0,5333.0,99.76,5346.0,3686.0,79.0,0,0,1
7.5,5333.0,99.76,5346.0,3686.0,79.0,0,0,1
8.0,5335.0,99.76,5348.0,3686.0,79.0,0,0,1
8.5,5336.0,99.76,5349.0,3686.0,79.0,0,0,1
9.0,5335.0,99.76,5348.0,3686.0,79.0,0,0,1
9.5,5337.0,99.76,5350.0,3686.0,79.0,0,0,1
10.0,5332.0,99.76,5345.0,3686.0,80.0,0,0,1
10.5,5336.0,99.76,5349.0,3686.0,79.0,0,0,1
11.0,5336.0,99.76,5349.0,3686.0,79.0,0,0,1
11.5,5337.0,99.76,5350.0,3686.0,79.0,0,0,1
12.0,5336.0,99.76,5349.0,3686.0,79.0,0,0,1
12.5,5338.0,99.76,5351.0,3686.0,79.0,0,0,1
13.0,5334.0,99.76,5347.0,3686.0,79.0,0,0,1
13.5,5337.0,99.76,5350.0,3686.0,80.0,0,0,1
14.0,5337.0,99.76,5350.0,3686.0,80.0,0,0,1
14.5,5331.0,99.76,5344.0,3686.0,79.0,0,0,1
15.0,5333.0,99.76,5346.0,3686.0,80.0,0,0,1
15.5,5335.0,99.76,5348.0,3686.0,79.0,0,0,1
16.0,5336.0,99.76,5349.0,3686.0,80.0,0,0,1
16.5,5334.0,99.76,5347.0,3686.0,79.0,0,0,1
17.0,5335.0,99.76,5348.0,3686.0,80.0,0,0,1
17.5,5335.0,99.76,5348.0,3686.0,79.0,0,0,1
18.0,5334.0,99.76,5347.0,3686.0,79.0,0,0,1
18.5,5327.0,99.76,5340.0,3686.0,79.0,0,0,1
19.0,5242.0,99.76,5255.0,3686.0,74.0,0,0,1
19.5,5292.0,99.76,5305.0,3686.0,79.0,0,0,1
20.0,5227.0,99.76,5240.0,3686.0,69.0,0,0,1
20.5,5111.0,99.76,5124.0,3686.0,92.0,0,0,1
21.0,5057.0,99.76,5069.0,3686.0,77.0,0,0,1
21.5,5242.0,99.76,5255.0,3686.0,79.0,0,0,1
22.0,5291.0,99.76,5304.0,3686.0,93.0,0,0,1
22.5,5163.0,99.76,5176.0,3686.0,80.0,0,0,1
23.0,5279.0,99.76,5292.0,3686.0,79.0,0,0,1
23.5,5296.0,99.76,5309.0,3686.0,79.0,0,0,1
24.0,5300.0,99.76,5313.0,3686.0,80.0,0,0,1
24.5,5292.0,99.76,5305.0,3686.0,80.0,0,0,1
25.0,5295.0,99.76,5308.0,3686.0,79.0,0,0,1
25.5,5299.0,99.76,5312.0,3686.0,79.0,0,0,1
26.0,5305.0,99.76,5318.0,3686.0,80.0,0,0,1
26.5,5308.0,99.76,5321.0,3686.0,80.0,0,0,1
27.0,5303.0,99.76,5316.0,3686.0,79.0,0,0,1
27.5,5311.0,99.76,5324.0,3686.0,80.0,0,0,1
28.0,5311.0,99.76,5324.0,3686.0,79.0,0,0,1
28.5,5314.0,99.76,5327.0,3686.0,79.0,0,0,1
29.0,5318.0,99.76,5331.0,3686.0,79.0,0,0,1
29.5,5316.0,99.76,5329.0,3686.0,79.0,0,0,1
30.0,5314.0,99.76,5327.0,3686.0,79.0,0,0,1
30.5,5309.0,99.64,5328.0,3686.0,77.0,0,0,1
