frame,ticks,ns
0,179524932,48686132
1,179388036,48662231
2,179005136,48558363
3,178760200,48491917
4,178698736,48475249
5,178391544,48391917
6,178397108,48393417
7,178293894,48365427
8,178532896,48430248
9,178268192,48358454
10,178255342,48354968
11,178221844,48345871
12,178436692,48404163
13,178172576,48332518
14,178248572,48353124
15,178279460,48361509
16,178901762,48530311
17,178536456,48431224
18,179036414,48566837
19,178347480,48379954
20,178366868,48385223
21,178232058,48348640
22,187295166,50807172
23,180925790,49079359
24,180247634,48895414
25,178870488,48521836
26,178604844,48449776
27,178915646,48534087
28,178698384,48475150
29,178472240,48413806
30,178547472,48434214
31,178477610,48415253
32,178448956,48407488
33,178369376,48385891
34,178204472,48341168
35,177997128,48284923
36,178169946,48331803
37,178069034,48304421
38,178100008,48312825
39,179632888,48728644
40,178864064,48520095
41,178727390,48483012
42,178811658,48505881
43,178965596,48547634
44,178453472,48408714
45,178224230,48346520
46,178392440,48392139
47,181478406,49229284
48,178673670,48468436
49,178648058,48461500
50,178291592,48364790
51,178278350,48361209
52,178318376,48372067
53,178319974,48372493
54,178167942,48331259
55,178115100,48316923
56,178080436,48307510
57,178139704,48323599
58,178048278,48298798
59,178661996,48465256
60,179922376,48807171
61,178544268,48433346
62,178503152,48422191
63,178464482,48411691
64,178503980,48422412
65,178100254,48312886
66,178361188,48383680
67,178165568,48330617
68,178178328,48334069
69,178216412,48344407
70,178616680,48452988
71,178184306,48335687
72,178161560,48329529
73,178348572,48380260
74,178087674,48309475
75,178161494,48329511
76,178138250,48323204
77,178074318,48305853
78,178017716,48290508
79,178148018,48325853
80,178583734,48444042
81,178235502,48349586
82,178325488,48373996
83,178812726,48506170
84,178651400,48462408
85,178398926,48393909
86,178122600,48318959
87,178236794,48349928
88,178041856,48297046
89,178107536,48314874
90,178083648,48308394
91,178077562,48306732
92,178063568,48302945
93,178046174,48298227
94,178070338,48304774
95,177973264,48278423
96,179082142,48579244
97,178736742,48485555
98,178302002,48367370
99,178114680,48316797
100,178155416,48327826
101,178459198,48410268
102,178045028,48297906
103,178001702,48286164
104,178108256,48315069
105,178321208,48372824
106,178046932,48298433
107,178150780,48326606
108,178072670,48305406
109,178163822,48330139
110,178010710,48288609
111,178214728,48343940
112,178083440,48308336
113,178108482,48315130
114,178100450,48312941
115,178125818,48319832
116,178039432,48296399
117,178121172,48318573
118,178174702,48333081
119,178059508,48301845
120,178058316,48301515
121,178357722,48382730
122,178270272,48358378
123,178148284,48325927
124,178076222,48306367
125,178202052,48340512
126,178066090,48303628
127,178052554,48299950
128,178016666,48290224
129,178037486,48295872
130,178093230,48310985
131,177997362,48284987
132,178064116,48303095
133,178070344,48304773
134,178191076,48337534
135,178133220,48321839
136,177976046,48279204
137,178133406,48321881
138,178081966,48307937
139,178137316,48322951
140,178076376,48306411
141,178166490,48330865
142,178437160,48404289
143,178151128,48326687
144,178098500,48312422
145,177989162,48282756
146,178268330,48358481
147,178316006,48371424
148,178107036,48314739
149,178117210,48317488
150,178162814,48329868
151,178073894,48305749
152,178157778,48328493
153,178075834,48306273
154,177997242,48284948
155,178078148,48306892
156,178065002,48303334
157,178237482,48350123
158,178029554,48293711
159,178166760,48330940
160,178170972,48332082
161,178169000,48331536
162,178089246,48309912
163,178321532,48372922
164,178215420,48344131
165,178086500,48309165
166,178039326,48296370
167,178713504,48479242
168,178257294,48355498
169,178091464,48310512
170,178118574,48317857
171,178117390,48317547
172,178227716,48347474
173,178233664,48349080
174,178024132,48292248
175,178143150,48324532
176,178189900,48337207
177,178179080,48334281
178,178078418,48306975
179,178086848,48309253
180,178103212,48313701
181,178128410,48320537
182,178170096,48331834
183,178304006,48368169
184,177993626,48283973
185,178155846,48327969
186,178018530,48290720
187,178146732,48325505
188,178425598,48401143
189,178196508,48339009
190,178207892,48342095
191,178182996,48335333
192,178122626,48318966
193,178014604,48289664
194,178155070,48327758
195,178027334,48293108
196,178165342,48330555
197,178037710,48295931
198,178142654,48324390
199,178089050,48309859
200,178049580,48299153
201,178124894,48319572
202,178052684,48299993
203,178123876,48319306
204,178329714,48375134
205,178136314,48322681
206,178091950,48310644
207,178024544,48292350
208,178192432,48337904
209,178113694,48316544
210,178066144,48303633
211,178017226,48290376
212,177942398,48270076
213,178062174,48302567
214,178124830,48319556
215,178310838,48370014
216,178131034,48321247
217,178197576,48339289
218,178093200,48310985
219,178132652,48321687
220,178089324,48309924
221,178140804,48323899
222,177974728,48278846
223,178126246,48319939
224,178075574,48306204
225,178442400,48405712
226,178077402,48306690
227,178134974,48322317
228,178316892,48371664
229,178249874,48353474
230,178109288,48315348
231,178071300,48305043
232,178120888,48318487
233,178018724,48290781
234,178048774,48298932
235,178139662,48323578
236,178018914,48290832
237,178022328,48291759
238,178159638,48329007
239,178139176,48323448
