frame,ticks,ns
0,178837912,48489858
1,178678168,48469628
2,184129358,49948380
3,191891026,52053888
4,178761576,48492277
5,179681886,48741918
6,179839972,48784820
7,179472786,48685210
8,179148234,48597164
9,179154218,48598800
10,178957290,48545369
11,178721298,48481357
12,179271134,48630391
13,178888340,48526536
14,178704244,48476733
15,178563688,48438612
16,178489808,48418534
17,181162654,49143623
18,179642518,48731242
19,178787498,48499314
20,178931274,48538308
21,178649492,48461890
22,178546110,48433824
23,178381730,48389237
24,178403432,48395133
25,178566708,48439418
26,178483422,48416838
27,178455492,48409236
28,178586574,48444814
29,178407752,48396285
30,178493714,48419622
31,178477080,48415119
32,178340710,48378112
33,178989512,48554111
34,179413086,48669012
35,179166034,48602003
36,178743976,48487520
37,178840548,48513706
38,178832554,48511543
39,178708066,48477768
40,178642354,48459948
41,178550708,48435081
42,178454426,48408972
43,178536486,48431235
44,178364646,48384608
45,178406830,48396061
46,178482824,48416666
47,178467358,48412482
48,178509516,48423914
49,178586508,48444772
50,178376860,48387918
51,178443750,48406061
52,178407610,48396260
53,178767922,48494001
54,178540566,48432326
55,178489870,48418572
56,178641294,48459652
57,178326682,48374322
58,178456434,48409497
59,179172690,48603806
60,178375748,48387620
61,178466414,48412212
62,178282974,48362443
63,178529974,48429431
64,178634232,48457747
65,178531138,48429759
66,178370394,48386162
67,178434272,48403495
68,178472210,48413797
69,178506430,48423059
70,178337978,48377370
71,178333540,48376171
72,178478630,48415517
73,178504422,48422536
74,178521726,48427217
75,178377070,48387978
76,178508926,48423741
77,178444300,48406209
78,178268466,48358529
79,178515502,48425524
80,179617710,48724530
81,178756708,48490947
82,178665588,48466244
83,178488308,48418165
84,178675168,48468842
85,178491674,48419055
86,178360342,48383438
87,178454046,48408843
88,178627024,48455785
89,178446914,48406914
90,178524382,48427939
91,178393936,48392552
92,178439502,48404919
93,178425406,48401090
94,178488960,48418337
95,178477092,48415101
96,178404328,48395371
97,178353354,48381549
98,178345344,48379372
99,178363412,48384260
100,178973764,48549820
101,178701222,48475922
102,178776904,48496440
103,178715072,48479671
104,178851450,48516662
105,178837014,48512738
106,178715446,48479772
107,178803612,48503691
108,178759110,48491616
109,178647134,48461247
110,178435950,48403956
111,178652184,48462620
112,178497546,48420633
113,178542632,48432883
114,178469862,48413145
115,178524550,48427985
116,178495954,48420221
117,178518320,48426306
118,178471862,48413653
119,178419228,48399409
120,178583028,48443841
121,178835248,48512278
122,178684434,48471359
123,178527048,48428670
124,178778812,48496954
125,178576160,48441989
126,178561666,48438065
127,178720888,48481255
128,178663162,48465597
129,178488936,48418321
130,178376794,48387904
131,178747044,48488343
132,178448152,48407266
133,178523810,48427787
134,178490522,48418749
135,178700576,48475734
136,178519648,48426667
137,178539660,48432088
138,178571354,48440680
139,178622504,48454528
140,178636734,48458415
141,178674748,48468740
142,179024356,48563569
143,178586294,48444741
144,178434848,48403653
145,178476048,48414838
146,178615478,48452655
147,178618350,48453431
148,178335160,48376605
149,178389524,48391352
150,178545514,48433676
151,178523932,48427821
152,178568796,48439997
153,178272856,48359712
154,178431880,48402849
155,178528414,48429043
156,178326490,48374267
157,178285520,48363154
158,178465950,48412100
159,178404324,48395373
160,178422278,48400254
161,178395752,48393049
162,178654050,48463125
163,178475168,48414601
164,178369338,48385882
165,178562704,48438346
166,178561066,48437893
167,178317284,48371770
168,178374636,48387328
169,178314168,48370919
170,178507216,48423293
171,178364624,48384603
172,178466300,48412077
173,178564980,48438964
174,180295318,48908350
175,179294334,48636806
176,179054024,48571616
177,178545210,48433599
178,178554888,48436226
179,178404456,48395398
180,178414288,48398063
181,178391538,48391904
182,178387894,48390926
183,179006958,48558706
184,178360852,48383581
185,178380026,48388791
186,178339940,48377902
187,178222130,48345958
188,178130240,48321026
189,178333322,48376112
190,178427256,48401594
191,178329852,48375169
192,178307460,48369099
193,178222344,48346002
194,178143500,48324619
195,178249408,48353353
196,178379374,48388600
197,178287352,48363643
198,178387760,48390875
199,178366934,48385223
200,178408954,48396612
201,178318538,48372095
202,178386308,48390483
203,178420204,48399687
204,178655324,48463471
205,178306654,48368877
206,178371078,48386363
207,178239704,48350717
208,178315002,48371151
209,178303740,48368083
210,178237014,48349976
211,178118980,48317979
212,178456066,48409395
213,178332454,48375880
214,178239832,48350746
215,178130732,48321166
216,178123052,48319067
217,178174674,48333080
218,178173918,48332843
219,178338930,48377638
220,178249116,48353280
221,178228042,48347556
222,178177870,48333940
223,178282698,48362390
224,178904976,48531185
225,178325118,48373891
226,178500584,48421487
227,178377156,48388002
228,178325760,48374064
229,178229978,48348080
230,178322238,48373113
231,178230102,48348123
232,178284760,48362939
233,178311832,48370292
234,178246908,48352673
235,178419244,48399422
236,178242510,48351475
237,178278438,48361219
238,178171108,48332119
239,178181052,48334815
