frame,ticks,ns
0,396127334,107442907
1,387128644,105015634
2,387845388,105210059
3,409988138,111216684
4,402246578,109116643
5,410704240,111410939
6,403549262,109470019
7,414618952,112472879
8,387854422,105212523
9,387560124,105132689
10,391321870,106153132
11,388121534,105284972
12,398772178,108174127
13,390350732,105889682
14,394386938,106984575
15,387896292,105223881
16,388275030,105326612
17,394077778,106900691
18,387651814,105157552
19,392087350,106360772
20,388035180,105261557
21,407462286,110531502
22,395932638,107403886
23,387387312,105085802
24,392599504,106499704
25,386953828,104968210
26,502004850,136177860
27,410416314,111332830
28,400252792,108575807
29,395484414,107282272
30,399355002,108332254
31,401901510,109023037
32,398662740,108144388
33,394505970,107016876
34,402160926,109093400
35,401268788,108851402
36,409509270,111086784
37,394379302,106982506
38,395531308,107295018
39,391782906,106278190
40,393364494,106707221
41,393859134,106841396
42,399464170,108361878
43,387899784,105224828
44,400927816,108758908
45,393184550,106658413
46,389630278,105694245
47,389937118,105777483
48,388786592,105465382
49,389159602,105566577
50,390104866,105822986
51,389795324,105739014
52,392014378,106340980
53,391569444,106220283
54,389005748,105524832
55,401730004,108976519
56,392691660,106524710
57,392908682,106583576
58,390453416,105917539
59,390460752,105919537
60,389694298,105711615
61,390640618,105968321
62,389371540,105624062
63,392055068,106352015
64,394914912,107127800
65,388448548,105373681
66,392495262,106471424
67,393466172,106734781
68,392492596,106470700
69,389669604,105704924
70,390133510,105830767
71,388292652,105331318
72,391281026,106142043
73,391293292,106145369
74,389490288,105656272
75,389314588,105608613
76,387603142,105144360
77,388859250,105485092
78,389746268,105725713
79,389182444,105572765
80,392314294,106422334
81,391172176,106112514
82,394546826,107027951
83,389154682,105565243
84,391218684,106125141
85,390908812,106041080
86,388631306,105423256
87,387849910,105211290
88,391872816,106302578
89,387689380,105167742
90,392762042,106543793
91,391869698,106301716
92,390139360,105832353
93,390049158,105807875
94,389725044,105719954
95,390313044,105879460
96,389754914,105728066
97,389057674,105538927
98,388378676,105354737
99,390015502,105798741
100,389004404,105524456
101,390491700,105927924
102,388223084,105312520
103,389810618,105743167
104,389423696,105638210
105,388275102,105326631
106,389206992,105579425
107,398494784,108098905
108,391293008,106145302
109,390129908,105829781
110,392004248,106338228
111,389667376,105704311
112,392547982,106485656
113,392304196,106419580
114,401613934,108945031
115,394551566,107029237
116,390479684,105924664
117,389536206,105668728
118,389692064,105711017
119,390555164,105945126
120,394699662,107069393
121,390022798,105800726
122,397236562,107757589
123,392455232,106460555
124,392386482,106441916
125,391971466,106329340
126,390729066,105992323
127,390058704,105810468
128,392881808,106576293
129,388593434,105412984
130,393367136,106707922
131,394069474,106898459
132,392457080,106461068
133,391606438,106230313
134,389391324,105629429
135,389420694,105637393
136,391327526,106154666
137,393538302,106754369
138,392450546,106459299
139,389178094,105571573
140,390088196,105818475
141,390023744,105800982
142,388602006,105415309
143,396919058,107671470
144,388924552,105502796
145,389571204,105678231
146,393672352,106790733
147,388732494,105450706
148,390627876,105964851
149,390746084,105996939
150,390751826,105998487
151,390782218,106006731
152,390198712,105848445
153,388983066,105518679
154,391185858,106116230
155,389467538,105650104
156,390888818,106035645
157,392741416,106538204
158,389505498,105660407
159,389302666,105605377
160,390185588,105844869
161,389199202,105577319
162,387897086,105223880
163,388298096,105332867
164,394700248,107069567
165,422258686,114545290
166,412678414,111946476
167,410595262,111381377
168,395526842,107293797
169,389813502,105743950
170,389969730,105786336
171,389222368,105583602
172,389952724,105781715
173,389809300,105742809
174,389333562,105613760
175,389989288,105791626
176,389309450,105607198
177,388939124,105506758
178,392409948,106448283
179,389337542,105614828
180,389508800,105661273
181,392589584,106496990
182,392928730,106589002
183,390208088,105850979
184,389354414,105619423
185,389571854,105678398
186,390255990,105863981
187,388298036,105332851
188,393286626,106686105
189,388675238,105435178
190,390552586,105944449
191,390008484,105796843
192,389096910,105549560
193,390622046,105963282
194,390334762,105885360
195,393389098,106713894
196,390138184,105832036
197,389109892,105553011
198,389747986,105726178
199,389993504,105792779
200,388368512,105351979
201,389334486,105614011
202,391311880,106150412
203,389773644,105733137
204,391763424,106272907
205,389724366,105719756
206,389182506,105572780
207,393330200,106697917
208,391115296,106097085
209,389519264,105664132
210,391253156,106134491
211,389873152,105760142
212,392547140,106485428
213,389226826,105584804
214,391538434,106211868
215,390339170,105886549
216,390080348,105816327
217,389653192,105700462
218,390061412,105811210
219,389819250,105745519
220,389585230,105682025
221,392897016,106580419
222,388989246,105520338
223,390466782,105921163
224,390398246,105902573
225,396398096,107530140
226,388475602,105381007
227,395989800,107419381
228,392484762,106468587
229,423412202,114858211
230,400135670,108544024
231,397989098,107961718
232,392204936,106392668
233,391968710,106328589
234,393935610,106862145
235,389627892,105693609
236,388422500,105366616
237,391483934,106197088
238,389503850,105659953
239,390646374,105969883
