elapsed_s,freq_mhz,busy_pct,bzy_mhz,tsc_mhz,temp_c,core_throttle_count,package_throttle_count,sampled_cpu_count
0.5,3281.0,65.79,4987.0,3686.0,91.0,0,0,1
1.0,5076.0,99.76,5089.0,3686.0,87.0,0,0,1
1.5,5055.0,99.76,5067.0,3686.0,89.0,0,0,1
2.0,5034.0,99.76,5046.0,3686.0,91.0,0,0,1
2.5,5063.0,99.76,5076.0,3686.0,91.0,0,0,1
3.0,5073.0,99.76,5085.0,3686.0,92.0,0,0,1
3.5,5029.0,99.76,5042.0,3686.0,92.0,0,0,1
4.0,5055.0,99.76,5067.0,3686.0,93.0,0,0,1
4.5,5066.0,99.76,5079.0,3686.0,92.0,0,0,1
5.0,5087.0,99.76,5100.0,3686.0,91.0,0,0,1
5.5,5087.0,99.76,5100.0,3686.0,91.0,0,0,1
6.0,5088.0,99.76,5100.0,3686.0,91.0,0,0,1
6.5,5087.0,99.76,5099.0,3686.0,91.0,0,0,1
7.0,5087.0,99.76,5099.0,3686.0,91.0,0,0,1
7.5,5088.0,99.76,5100.0,3686.0,91.0,0,0,1
8.0,5088.0,99.76,5100.0,3686.0,91.0,0,0,1
8.5,5087.0,99.76,5100.0,3686.0,92.0,0,0,1
9.0,5087.0,99.76,5099.0,3686.0,91.0,0,0,1
9.5,5087.0,99.76,5100.0,3686.0,92.0,0,0,1
10.0,5081.0,99.76,5093.0,3686.0,93.0,0,0,1
10.5,5067.0,99.76,5080.0,3686.0,92.0,0,0,1
11.0,5087.0,99.76,5100.0,3686.0,92.0,0,0,1
11.5,5087.0,99.76,5099.0,3686.0,92.0,0,0,1
12.0,5087.0,99.76,5099.0,3686.0,92.0,0,0,1
12.5,5087.0,99.76,5099.0,3686.0,91.0,0,0,1
13.0,5087.0,99.76,5100.0,3686.0,92.0,0,0,1
13.5,5086.0,99.76,5099.0,3686.0,93.0,0,0,1
14.0,5086.0,99.76,5099.0,3686.0,92.0,0,0,1
14.5,5087.0,99.76,5099.0,3686.0,92.0,0,0,1
15.0,5087.0,99.76,5100.0,3686.0,92.0,0,0,1
15.5,5084.0,99.76,5096.0,3686.0,92.0,0,0,1
16.0,5087.0,99.76,5099.0,3686.0,92.0,0,0,1
16.5,5054.0,99.15,5097.0,3686.0,82.0,0,0,1
