frame,ticks,ns
0,1865394276,506005641
1,1848792104,501518373
2,1881658732,510434047
3,2053646630,557088884
4,2042435616,554047693
5,2035786422,552243987
6,2037045024,552585400
7,2034352016,551854824
8,1989112452,539582817
9,1958143646,531181966
10,1932723000,524286160
11,1894262876,513853163
12,1843791046,500161752
13,1844417078,500331559
14,1843052262,499961344
15,1895588504,514212751
16,1878431194,509558512
17,1876414674,509011503
18,1934645978,524807802
19,1863665404,505553012
20,1855906994,503448421
21,1865566806,506068816
22,1870191012,507323223
23,1868233560,506792226
24,1885150174,511381165
25,1860855014,504790664
26,1863823662,505595951
27,1860211580,504616128
28,1857238298,503809561
29,1870132404,507307326
30,1941255500,526600752
31,2052942314,556897816
32,2041462766,553783794
33,2040202358,553441870
34,2072884782,562307594
35,1966898122,533556774
36,1865119362,505947419
37,1862134720,505137808
38,1866834314,506412661
39,1862737410,505301299
40,1874312078,508441110
41,1859989182,504555786
42,1859442486,504407490
43,1859655816,504465359
44,1979155430,536881801
45,2005520876,544033898
46,1992142938,540404881
47,1990796902,540039752
48,1994624416,541078038
49,2014677594,546517827
50,1984263892,538267487
51,1885724732,511537005
52,1861159478,504873254
53,1861082008,504852240
54,1843926662,500198540
55,1865285298,505992461
56,1948140040,528468307
57,1860043950,504570646
58,1857825396,503968824
59,1849928456,501826636
60,1860222080,504618967
61,1891089950,512992440
62,1859370876,504387989
63,1862809548,505320865
64,1869964666,507261713
65,1896495188,514458711
66,1879170900,509759182
67,1858530420,504160070
68,1853885252,502899992
69,1862732634,505300002
70,1872359236,507911344
71,1871928682,507794593
72,1881034698,510264769
73,1838373116,498692039
74,1836599992,498211047
75,1875379196,508730609
76,1878260760,509512275
77,1873744538,508287176
78,1868288534,506807141
79,1877556746,509321311
80,1895122674,514086385
81,1862311440,505185747
82,1857750766,503948576
83,1868043442,506740642
84,1870811014,507491406
85,1871774050,507752647
86,1884917320,511317997
87,1869269522,507073255
88,1859936386,504541465
89,1871740946,507743669
90,1864444994,505764512
91,1866963872,506447804
92,1896468708,514451522
93,1889772048,512634934
94,1847260500,501102904
95,1843162260,499991181
96,1846000568,500761125
97,1856798794,503690339
98,1842545912,499823980
99,1844783732,500431039
100,1859079906,504309108
101,1856157426,503516350
102,1857387742,503850102
103,1855986762,503470065
104,1865971374,506178570
105,1880844930,510213296
106,1885961586,511601268
107,1859369214,504387615
108,1866983282,506453058
109,1864187964,505694786
110,1867482724,506588548
111,1867025640,506464561
112,1854918222,503180202
113,1847763860,501239450
114,1880220234,510043830
115,1839844844,499091270
116,1850780352,502057728
117,1853557688,502811128
118,1852027148,502395944
119,1846179846,500809757
120,1854106066,502959888
121,1856164826,503518367
122,1854721130,503126730
123,1868029722,506736933
124,1867067690,506475960
125,1864824992,505867598
126,1954039348,530068604
127,1871530356,507686542
128,1868488854,506861470
129,1870767960,507479728
130,1936832208,525400857
131,1860063790,504576006
132,1851392996,502223845
133,1859373542,504388786
134,1848440690,501423052
135,1854042392,502942609
136,1863860812,505606037
137,1856288252,503551845
138,1857037344,503755049
139,1857773666,503954791
140,1867526926,506600540
141,1858278874,504091837
142,1873464638,508211250
143,1885043662,511352269
144,1872594268,507975149
145,1909425460,517966279
146,1887706900,512074715
147,1879854984,509944733
148,1862123672,505134806
149,1859493152,504421239
150,1857220938,503804850
151,1849230030,501637179
152,1865352528,506010696
153,1847292876,501111682
154,1865052454,505929289
155,1860548018,504707382
156,1860544308,504706367
157,1864599210,505806346
158,1880202124,510038916
159,1848846770,501533205
160,1851207560,502173616
161,1847478040,501161915
162,1859349890,504382238
163,1854514096,503070572
164,1878426802,509557331
165,1855602782,503365898
166,1861371696,504930826
167,1862075236,505121669
168,1862735406,505300753
169,1872291458,507893004
170,1861722088,505025874
171,1875042662,508639318
172,1896278088,514399812
173,1864936790,505897919
174,1875668300,508809035
175,1855237300,503266753
176,1867871754,506694082
177,1862421346,505215565
178,1859843254,504516208
179,1852567944,502542640
180,1861034180,504839262
181,1855163118,503246631
182,1871930422,507795069
183,1860164522,504603349
184,1878730962,509639838
185,1866474404,506315025
186,1882330528,510616281
187,1878074784,509461841
188,1875219614,508687320
189,1976438486,536144781
190,1946126508,527922096
191,1882192644,510578880
192,1871236472,507606808
193,1854963944,503192604
194,1852646242,502563885
195,1863311534,505457043
196,1857320832,503831939
197,1863835740,505599233
198,1858808562,504235515
199,1860523716,504700792
200,1858437974,504134987
201,1859273008,504361509
202,1865937722,506169442
203,1877505064,509307292
204,1869001332,507000503
205,1867597858,506619780
206,1854602388,503094525
207,1869300848,507081732
208,1858702982,504206885
209,1869602064,507163447
210,1863100544,505399806
211,1860567106,504712563
212,1869808716,507219518
213,1862510868,505239847
214,1857864568,503979450
215,1857730082,503942969
216,1852639692,502562108
217,1849211810,501632232
218,1850452842,501968885
219,1858452582,504138952
220,1851535834,502262658
221,1855193456,503254859
222,1854093786,502956546
223,1852066634,502406579
224,1865115636,505946432
225,1866018986,506191483
226,1854095238,502956932
227,1865826078,506139153
228,1866681394,506371158
229,1869180640,507049142
230,1871418372,507656080
231,1852967188,502650944
232,1853698004,502849159
233,1865932696,506168076
234,1874711220,508549413
235,2074220990,562670054
236,1959749764,531617657
237,2048551138,555706593
238,2061559660,559235440
239,1995771752,541389271
