frame,ticks,ns
0,396011888,107409465
1,395593726,107311937
2,395481416,107281483
3,395718700,107345840
4,396210158,107479165
5,395855428,107382919
6,395820510,107373433
7,395825626,107374850
8,395670432,107332749
9,395773870,107360809
10,395719770,107346141
11,395701568,107341194
12,395822734,107374062
13,395601274,107313995
14,395963908,107412361
15,395685186,107336752
16,395770458,107359884
17,395632048,107322336
18,395729972,107348902
19,395622616,107319786
20,395571354,107305873
21,395476378,107280109
22,395533180,107295525
23,395714092,107344593
24,395500700,107286706
25,396109944,107451981
26,396350078,107517116
27,396059880,107438388
28,395946378,107407604
29,395648802,107326882
30,395734414,107350113
31,395562008,107303337
32,395837112,107377962
33,395719874,107346168
34,395802348,107368534
35,395568402,107305072
36,395396768,107258511
37,395393368,107257590
38,395155374,107193028
39,395449562,107272834
40,395477766,107280486
41,395415864,107263692
42,395589474,107310788
43,395397314,107258668
44,395646070,107326137
45,395299488,107232124
46,395275040,107225492
47,395054478,107165668
48,395129422,107185997
49,394865464,107114393
50,394839776,107107417
51,395099918,107177997
52,395633394,107322703
53,398625364,108134338
54,398071282,107984019
55,398025920,107971716
56,397787448,107907027
57,396450088,107544243
58,395691574,107338480
59,395428318,107267074
60,395827918,107375470
61,395928726,107402817
62,395927262,107402427
63,395768900,107359457
64,395778802,107362144
65,395631398,107322168
66,395492208,107284404
67,395616422,107318098
68,395680936,107335606
69,395898516,107394622
70,396113742,107453014
71,395931452,107403561
72,396129926,107457395
73,395942000,107406417
74,395772570,107360455
75,395864246,107385329
76,395788438,107364722
77,396077208,107443095
78,395859912,107384155
79,396088666,107446203
80,395711928,107344005
81,395826008,107374952
82,395593810,107311961
83,395658494,107329517
84,395948218,107408103
85,397263676,107764951
86,396387452,107527254
87,395948864,107408280
88,396451942,107544748
89,395990584,107419596
90,395541042,107297614
91,395577010,107307408
92,395570372,107305614
93,395725872,107347788
94,395704110,107341885
95,395719728,107346120
96,395780676,107362654
97,395819904,107373294
98,395939248,107405678
99,395705284,107342203
100,395940974,107406116
101,395685086,107336724
102,395605298,107315082
103,395469468,107278232
104,395620372,107319178
105,395568152,107305004
106,395574890,107306840
107,395976880,107415886
108,395881762,107390075
109,395691916,107338585
110,395837738,107378133
111,395749374,107354164
112,395722982,107347012
113,395742396,107352269
114,395756752,107356166
115,413648442,112209620
116,399562192,108388454
117,398486666,108096703
118,397987998,107961427
119,397055218,107708396
120,396500022,107557789
121,396235312,107485991
122,395916586,107399524
123,396068002,107440594
124,395762802,107357807
125,396289292,107500626
126,396239440,107487102
127,401537944,108924412
128,398628026,108135050
129,396937498,107676470
130,396856302,107654436
131,396426916,107537958
132,395977110,107415938
133,396012442,107425532
134,413529756,112177211
135,406930598,110387202
136,401924150,109029183
137,399516636,108375992
138,397491534,107826648
139,397798606,107910056
140,397178452,107741825
141,396758402,107627855
142,396551198,107571672
143,396391464,107528342
144,396660538,107601332
145,399605494,108400206
146,398470498,108092288
147,396548182,107570861
148,396419674,107535995
149,396418954,107535796
150,396260864,107492874
151,396295592,107502341
152,396457714,107546316
153,397010638,107696303
154,396535026,107567286
155,396463980,107548014
156,397250134,107761279
157,396947474,107679168
158,396925886,107673311
159,396302168,107504128
160,396056402,107437451
161,395953294,107409480
162,398379380,108067603
163,396670012,107603765
164,401954864,109037514
165,397347856,107787777
166,396267706,107494769
167,396227996,107483999
168,395890062,107392326
169,395965762,107412859
170,395738420,107351193
171,396174862,107469592
172,396343604,107515358
173,395705696,107342314
174,395805334,107369351
175,395794960,107366530
176,395747114,107353560
177,395822148,107373905
178,396836096,107648954
179,396096282,107448268
180,395733584,107349880
181,396098126,107448776
182,395833000,107376850
183,395587164,107309961
184,395658330,107329467
185,395710734,107343680
186,395611250,107316691
187,395606748,107315479
188,395548368,107299636
189,395354948,107247170
190,395442746,107270994
191,395740856,107351852
192,395371078,107251542
193,395753958,107355408
194,395386190,107255649
195,395377904,107253395
196,395869672,107386794
197,396233762,107485563
198,395742000,107352165
199,395802284,107368523
200,395968714,107413641
201,396103606,107450258
202,396266392,107494412
203,395718954,107345910
204,395808148,107370106
205,396063996,107439511
206,395899568,107394667
207,395926492,107402211
208,396554238,107572506
209,397117710,107725348
210,396527636,107565281
211,396125640,107456235
212,396413996,107534455
213,396180160,107471021
214,396009606,107424760
215,396079192,107443631
216,395517900,107291374
217,395720464,107346328
218,395710674,107343666
219,396302822,107504034
220,398504106,108101440
221,398615462,108131638
222,397319852,107780193
223,396567988,107576228
224,396413900,107534425
225,395882330,107390232
226,395947410,107407887
227,396042388,107433648
228,396384124,107526355
229,395717712,107345559
230,395837252,107377989
231,395767232,107359015
232,395726688,107348010
233,395678474,107334930
234,395581450,107308618
235,395883822,107390637
236,395522794,107292700
237,395660674,107330102
238,395644066,107325596
239,405589148,110023386
