elapsed_s,freq_mhz,busy_pct,bzy_mhz,tsc_mhz,temp_c,core_throttle_count,package_throttle_count,sampled_cpu_count
0.5,3192.0,66.74,4783.0,3686.0,97.0,231,0,1
1.0,4678.0,99.76,4689.0,3686.0,79.0,269,0,1
1.5,4405.0,99.76,4416.0,3686.0,88.0,0,0,1
2.0,4342.0,99.76,4353.0,3686.0,83.0,0,0,1
2.5,4041.0,99.76,4051.0,3686.0,79.0,0,0,1
3.0,3892.0,99.76,3902.0,3686.0,79.0,0,0,1
3.5,3861.0,99.76,3871.0,3686.0,77.0,0,0,1
4.0,3807.0,99.76,3817.0,3686.0,77.0,0,0,1
4.5,4212.0,99.76,4222.0,3686.0,83.0,0,0,1
5.0,4422.0,99.76,4433.0,3686.0,80.0,0,0,1
5.5,4549.0,99.76,4560.0,3686.0,87.0,0,0,1
6.0,4630.0,99.76,4641.0,3686.0,89.0,0,0,1
6.5,4675.0,99.76,4687.0,3686.0,92.0,0,0,1
7.0,4792.0,99.76,4803.0,3686.0,96.0,16,0,1
7.5,4590.0,99.76,4602.0,3686.0,94.0,113,0,1
8.0,4768.0,99.76,4780.0,3686.0,94.0,56,0,1
8.5,4769.0,99.76,4781.0,3686.0,94.0,93,0,1
9.0,4656.0,99.76,4667.0,3686.0,93.0,82,0,1
9.5,4725.0,99.76,4736.0,3686.0,92.0,11,0,1
10.0,4769.0,99.76,4781.0,3686.0,96.0,10,0,1
10.5,4777.0,99.76,4788.0,3686.0,96.0,85,0,1
11.0,4810.0,99.76,4821.0,3686.0,96.0,296,0,1
11.5,4803.0,99.76,4814.0,3686.0,98.0,339,0,1
12.0,4771.0,99.76,4782.0,3686.0,96.0,316,0,1
12.5,4817.0,99.76,4829.0,3686.0,93.0,394,0,1
13.0,4753.0,99.76,4765.0,3686.0,89.0,184,0,1
13.5,4789.0,99.76,4800.0,3686.0,97.0,108,0,1
14.0,4782.0,99.76,4793.0,3686.0,93.0,93,0,1
14.5,4753.0,99.76,4764.0,3686.0,93.0,9,0,1
15.0,4802.0,99.76,4814.0,3686.0,94.0,37,0,1
15.5,4775.0,99.76,4787.0,3686.0,93.0,63,0,1
