elapsed_s,freq_mhz,busy_pct,bzy_mhz,tsc_mhz,temp_c,core_throttle_count,package_throttle_count,sampled_cpu_count
0.5,3281.0,64.75,5067.0,3686.0,83.0,0,0,1
1.0,5052.0,99.76,5064.0,3686.0,82.0,0,0,1
1.5,5007.0,99.76,5019.0,3686.0,83.0,0,0,1
2.0,5048.0,99.76,5060.0,3686.0,83.0,0,0,1
2.5,5046.0,99.76,5058.0,3686.0,83.0,0,0,1
3.0,5002.0,99.76,5014.0,3686.0,82.0,0,0,1
3.5,4697.0,99.76,4708.0,3686.0,75.0,0,0,1
4.0,4842.0,99.76,4854.0,3686.0,82.0,0,0,1
4.5,5018.0,99.76,5030.0,3686.0,82.0,0,0,1
5.0,5008.0,99.76,5020.0,3686.0,83.0,0,0,1
5.5,5027.0,99.76,5039.0,3686.0,83.0,0,0,1
6.0,5022.0,99.76,5034.0,3686.0,83.0,0,0,1
6.5,5023.0,99.76,5036.0,3686.0,83.0,0,0,1
7.0,5028.0,99.76,5040.0,3686.0,83.0,0,0,1
7.5,5021.0,99.76,5033.0,3686.0,82.0,0,0,1
8.0,5009.0,99.76,5022.0,3686.0,82.0,0,0,1
8.5,5014.0,99.76,5026.0,3686.0,83.0,0,0,1
9.0,5012.0,99.76,5025.0,3686.0,83.0,0,0,1
9.5,5022.0,99.76,5034.0,3686.0,83.0,0,0,1
10.0,5007.0,99.76,5019.0,3686.0,83.0,0,0,1
10.5,4892.0,99.76,4904.0,3686.0,82.0,0,0,1
11.0,5011.0,99.76,5023.0,3686.0,83.0,0,0,1
11.5,5028.0,99.76,5040.0,3686.0,82.0,0,0,1
12.0,4928.0,99.76,4940.0,3686.0,83.0,0,0,1
12.5,4975.0,99.76,4987.0,3686.0,83.0,0,0,1
13.0,5034.0,99.76,5046.0,3686.0,83.0,0,0,1
13.5,5048.0,99.76,5060.0,3686.0,83.0,0,0,1
14.0,5050.0,99.76,5062.0,3686.0,82.0,0,0,1
14.5,5058.0,99.76,5071.0,3686.0,83.0,0,0,1
15.0,5023.0,99.76,5036.0,3686.0,82.0,0,0,1
15.5,5062.0,99.76,5074.0,3686.0,83.0,0,0,1
16.0,5053.0,99.76,5065.0,3686.0,83.0,0,0,1
16.5,5019.0,99.76,5032.0,3686.0,82.0,0,0,1
17.0,5004.0,99.76,5017.0,3686.0,82.0,0,0,1
17.5,4848.0,99.76,4860.0,3686.0,79.0,0,0,1
18.0,4915.0,99.76,4927.0,3686.0,83.0,0,0,1
18.5,4988.0,99.76,5000.0,3686.0,83.0,0,0,1
19.0,5002.0,99.76,5014.0,3686.0,83.0,0,0,1
19.5,4982.0,99.76,4994.0,3686.0,82.0,0,0,1
20.0,5022.0,99.76,5034.0,3686.0,82.0,0,0,1
20.5,4911.0,99.76,4923.0,3686.0,77.0,0,0,1
21.0,4844.0,99.76,4855.0,3686.0,77.0,0,0,1
21.5,5004.0,99.76,5017.0,3686.0,83.0,0,0,1
22.0,5041.0,99.76,5053.0,3686.0,84.0,0,0,1
22.5,5047.0,99.76,5059.0,3686.0,83.0,0,0,1
23.0,5044.0,99.76,5056.0,3686.0,84.0,0,0,1
23.5,5026.0,99.76,5039.0,3686.0,84.0,0,0,1
24.0,5045.0,99.76,5057.0,3686.0,83.0,0,0,1
24.5,4979.0,99.76,4991.0,3686.0,84.0,0,0,1
25.0,5042.0,99.76,5055.0,3686.0,83.0,0,0,1
25.5,5023.0,99.76,5036.0,3686.0,84.0,0,0,1
26.0,5048.0,99.76,5060.0,3686.0,83.0,0,0,1
26.5,5047.0,99.76,5059.0,3686.0,83.0,0,0,1
27.0,5053.0,99.76,5065.0,3686.0,83.0,0,0,1
27.5,5048.0,99.76,5060.0,3686.0,83.0,0,0,1
28.0,5000.0,99.76,5012.0,3686.0,84.0,0,0,1
28.5,5042.0,99.76,5054.0,3686.0,83.0,0,0,1
29.0,4884.0,99.76,4896.0,3686.0,83.0,0,0,1
29.5,4887.0,99.76,4899.0,3686.0,83.0,0,0,1
30.0,4901.0,99.76,4913.0,3686.0,83.0,0,0,1
30.5,5050.0,99.36,5082.0,3686.0,80.0,0,0,1
