frame,ticks,ns
0,368357402,99901935
1,368381330,99930084
2,368440002,99946010
3,368621570,99995249
4,368383234,99930613
5,368193420,99879107
6,368606818,99991250
7,368321092,99913744
8,368657326,100004953
9,368259874,99897139
10,368284492,99903812
11,368418076,99940054
12,368475306,99955579
13,368474902,99955468
14,368097864,99853186
15,368116702,99858296
16,368046592,99839292
17,368100712,99853959
18,368339860,99918835
19,368164974,99871388
20,368351974,99922120
21,368397722,99934530
22,368320432,99913566
23,368090518,99851196
24,368096478,99852808
25,367919354,99804773
26,368196026,99879816
27,368104560,99855006
28,368663094,100006516
29,368266082,99898817
30,368205608,99882416
31,369088296,100121855
32,368510850,99965216
33,368496104,99961221
34,368054154,99841344
35,368108838,99856164
36,368018482,99831666
37,368239750,99891688
38,368425104,99941962
39,368353464,99922535
40,368459838,99951379
41,368263600,99898148
42,368304284,99909185
43,368652532,100003655
44,368369354,99926837
45,368219002,99886047
46,368199396,99880731
47,368206936,99882778
48,368294090,99906428
49,368333454,99917102
50,368186434,99877209
51,368608626,99991744
52,368255386,99895919
53,368271766,99900361
54,368092944,99851849
55,367959572,99815675
56,367778032,99766435
57,368103502,99854729
58,368436970,99945189
59,367940112,99810400
60,368113770,99857508
61,368007254,99828620
62,367944100,99811479
63,368388466,99932021
64,368321460,99913850
65,368059552,99842798
66,367837584,99782565
67,367779144,99766729
68,368305052,99909392
69,368241546,99892161
70,368102090,99854346
71,368086274,99850053
72,368119240,99858989
73,368344926,99920211
74,368145984,99866241
75,367649438,99731545
76,367821440,99778215
77,367648726,99731351
78,367748442,99758400
79,368041808,99837978
80,367943992,99811447
81,367808530,99774712
82,367885592,99795595
83,372379428,101014643
84,370452292,100491871
85,370044162,100381158
86,369775402,100308261
87,369884012,100337716
88,370081342,100391245
89,369214752,100156161
90,369359366,100195399
91,368554120,99976964
92,368556386,99977581
93,368984678,100093755
94,368662852,100006453
95,368364110,99925423
96,368340404,99918992
97,368090118,99851098
98,368099006,99853502
99,368232514,99889716
100,367996798,99825785
101,382304882,103707097
102,372105756,100940412
103,370271850,100442921
104,369199986,100152161
105,368889318,100067886
106,368590964,99986950
107,368539566,99973009
108,369244158,100164143
109,369030716,100106253
110,369266344,100170160
111,369072632,100117613
112,368634174,99998671
113,368640622,100000422
114,368387242,99931686
115,368297668,99907391
116,368419540,99940458
117,368226728,99888151
118,368687582,100013172
119,368553664,99976837
120,368345566,99920381
121,368343172,99919733
122,368351716,99922051
123,368641574,100000680
124,368471314,99954495
125,368399804,99935097
126,368251556,99894883
127,368434052,99944388
128,368763490,100033752
129,368621844,99995324
130,368420034,99940584
131,368295994,99906935
132,368137552,99863956
133,368348308,99921137
134,368140444,99864749
135,368074244,99846781
136,368072838,99846401
137,368262936,99897970
138,368535660,99971952
139,368409724,99937788
140,368131270,99862252
141,368358246,99923821
142,368274464,99901096
143,368382934,99930528
144,369284528,100175094
145,369057390,100113476
146,369106030,100126682
147,368600720,99989599
148,368662780,100006433
149,368370384,99927116
150,368636918,99999417
151,368339394,99918708
152,368234938,99890374
153,368514328,99966164
154,368409534,99937735
155,368539778,99973075
156,368271648,99900342
157,368377718,99929114
158,368460126,99951460
159,368418418,99940147
160,368441442,99946389
161,368333718,99917169
162,367982548,99821906
163,368383234,99930601
164,368164340,99871218
165,367846372,99784978
166,367874970,99792725
167,367830942,99780782
168,368086496,99850106
169,367637584,99728330
170,368056708,99842030
171,369304072,100180397
172,368484270,99958006
173,368311256,99911075
174,368111354,99856860
175,368029232,99834572
176,368107448,99855792
177,367877124,99793311
178,368144890,99865948
179,368077694,99847716
180,368019072,99831827
181,368037604,99836849
182,367836590,99782313
183,368899562,100070675
184,369325744,100186281
185,368513882,99966049
186,368451290,99949070
187,368224502,99887542
188,368606998,99991307
189,397315970,107779130
190,403854036,109552566
191,381526970,103496065
192,377976338,102532912
193,376788026,102210549
194,384222496,104227289
195,391771536,106275100
196,385281328,104514516
197,382639200,103797778
198,401319360,108865117
199,388689120,105438941
200,392307482,106420485
201,375851088,101956399
202,374384520,101558559
203,372508142,101049558
204,373910896,101430078
205,373606274,101347444
206,372073236,100931583
207,371965694,100902419
208,371032166,100649182
209,371938074,100894911
210,381878924,103591550
211,376305672,102079701
212,376155426,102038945
213,379531252,102954692
214,391458246,106190108
215,380227338,103143529
216,375646864,101900991
217,374155308,101496389
218,372662248,101091362
219,372303976,100994182
220,371670632,100822366
221,371233478,100703783
222,371430562,100757243
223,371188072,100691470
224,371217462,100699435
225,370875464,100606664
226,370658380,100547775
227,371269100,100713444
228,371024958,100647216
229,370812872,100589678
230,370758284,100574876
231,370607574,100534001
232,370801370,100586566
233,370615208,100536066
234,370414128,100481518
235,370407492,100479724
236,370429238,100485617
237,370912244,100616640
238,377191484,102319994
239,374003028,101455082
