frame,ticks,ns
0,370351836,100442264
1,370310422,100453386
2,370108554,100398625
3,369883986,100337704
4,369922104,100348047
5,369643780,100272541
6,369639658,100271425
7,369228394,100159865
8,369698428,100287372
9,369640292,100271600
10,369309392,100181835
11,369461992,100223232
12,369899382,100341894
13,370812110,100589478
14,370124610,100402982
15,369426500,100213601
16,369274508,100172375
17,369363574,100196547
18,369402770,100207177
19,369008212,100100148
20,369247484,100165055
21,369569386,100252361
22,369526712,100240788
23,369560050,100249832
24,369407604,100208490
25,369428468,100214141
26,368973916,100090836
27,369139178,100135662
28,369352056,100193413
29,368848570,100056832
30,369086964,100121501
31,368871482,100063048
32,368927844,100078334
33,377327020,102356767
34,371334012,100731058
35,370615266,100536078
36,370049170,100382510
37,370425310,100484551
38,370896116,100612275
39,369893290,100340230
40,369600006,100260348
41,369774090,100307906
42,369981388,100364130
43,369623946,100267168
44,369556184,100248767
45,372265936,100983856
46,369637982,100270983
47,369433754,100215573
48,369944190,100354042
49,369159500,100141178
50,369231154,100160612
51,370957690,100628970
52,369991158,100366780
53,370097664,100395672
54,369359300,100195372
55,369319430,100184561
56,369189822,100149404
57,369277776,100173271
58,369435200,100215966
59,369270268,100171226
60,368983516,100093438
61,368738552,100026987
62,368765552,100034306
63,372986042,101179205
64,369821144,100320645
65,370915376,100617492
66,371098200,100667086
67,370246300,100435993
68,369992294,100367089
69,369433636,100215542
70,369279926,100173841
71,369257266,100167699
72,370605632,100533467
73,371607156,100805157
74,371521700,100781967
75,370745412,100571384
76,369901096,100342350
77,369880670,100336818
78,369342238,100190744
79,369197398,100151457
80,369113142,100128601
81,369482384,100228767
82,369709776,100290451
83,372436224,101030047
84,371093214,100665731
85,370845800,100598618
86,370952000,100627435
87,371355818,100736970
88,370849798,100599702
89,369783896,100310554
90,369413018,100209949
91,368927398,100078220
92,369160304,100141406
93,369334272,100188588
94,369110184,100127800
95,369139890,100135859
96,368937596,100080982
97,369398094,100205899
98,368964598,100088308
99,368952694,100085088
100,369137740,100135274
101,369195786,100151019
102,368807082,100045578
103,369869244,100333710
104,369209628,100154772
105,368943820,100082669
106,368984362,100093674
107,369312874,100182782
108,368899130,100070547
109,368680982,100011367
110,369049816,100111417
111,368981036,100092766
112,368948514,100083945
113,369277732,100173251
114,368911942,100074023
115,368860828,100060154
116,368786246,100039933
117,369331916,100187959
118,368847904,100056650
119,368941780,100082117
120,368889580,100067955
121,369083338,100120517
122,369201744,100152635
123,368921862,100076710
124,369073850,100117942
125,368754496,100031314
126,368876770,100064483
127,368810318,100046455
128,368674910,100009725
129,368706302,100018246
130,368907394,100072800
131,369022252,100103948
132,369018000,100102794
133,368942538,100082323
134,368823528,100050039
135,368980914,100092734
136,368717306,100021226
137,368926392,100077953
138,368788990,100040651
139,368688656,100013452
140,368675170,100009793
141,368655388,100004426
142,368795538,100042444
143,368549132,99975604
144,368419276,99940378
145,368532092,99970980
146,368551042,99976117
147,368845256,100055930
148,368457650,99950786
149,368680474,100011234
150,369141856,100136393
151,369270634,100171324
152,369078994,100119348
153,369549066,100246854
154,369960226,100358395
155,369005028,100099281
156,369029670,100105962
157,369390240,100203777
158,368750110,100030133
159,368737554,100026726
160,368598696,99989059
161,368777580,100037577
162,368827788,100051196
163,368644244,100001407
164,368677984,100010537
165,370128518,100404042
166,369651518,100274646
167,369468904,100225120
168,368867026,100061833
169,368728404,100024237
170,368557582,99977897
171,369137984,100135340
172,369239114,100162772
173,369682668,100283096
174,368993930,100096264
175,369158130,100140817
176,368922786,100076975
177,369465206,100224104
178,370398556,100477294
179,369740904,100298901
180,368868190,100062157
181,369267804,100170555
182,369687248,100284348
183,369046192,100110442
184,368744176,100028514
185,368713168,100020105
186,368748884,100029792
187,368963638,100088048
188,368390618,99932601
189,368881712,100065817
190,368358700,99923947
191,369082594,100120309
192,369359606,100195469
193,369327764,100186818
194,368835060,100053166
195,368519636,99967603
196,368558004,99978012
197,368851984,100057760
198,368261256,99897514
199,368573620,99982244
200,369006336,100099629
201,369115624,100129273
202,369041054,100109044
203,369125568,100131970
204,368804956,100045000
205,368750394,100030201
206,369472344,100226048
207,369139322,100135705
208,368800864,100043893
209,368566766,99980384
210,368671924,100008912
211,368798070,100043132
212,368719142,100021720
213,368834040,100052888
214,368552004,99976383
215,368845560,100056016
216,368644414,100001453
217,369230976,100160567
218,368541098,99973424
219,368835402,100053256
220,370047638,100382111
221,370107042,100398216
222,371368576,100740426
223,370184500,100419226
224,369455968,100221603
225,369228716,100159956
226,369338030,100189614
227,369477088,100227330
228,369010716,100100814
229,368729412,100024507
230,368785988,100039855
231,368662360,100006318
232,368759648,100032712
233,368970756,100089978
234,368645794,100001827
235,368737956,100026824
236,369053428,100112404
237,368942688,100082360
238,368754972,100031443
239,368832762,100052544
