frame,ticks,ns
0,209454494,56794178
1,209082998,56717522
2,209146928,56734857
3,209236334,56759121
4,209222660,56755410
5,209074042,56715095
6,209152514,56736353
7,209097714,56721515
8,209145896,56734587
9,209483756,56826235
10,209068232,56713508
11,209071962,56714531
12,209220620,56754858
13,209142966,56733780
14,209151798,56736180
15,209061062,56711575
16,209134086,56731383
17,209088272,56718944
18,209270948,56768500
19,209128324,56729821
20,209184018,56744867
21,209184056,56744926
22,209100544,56722283
23,209061828,56711782
24,209084012,56717789
25,209178058,56743300
26,209428248,56811181
27,209545262,56842923
28,209087192,56718662
29,209192252,56747152
30,209090374,56719526
31,209075890,56715598
32,209094992,56720779
33,209164780,56739700
34,209072780,56714753
35,209120662,56727745
36,209239548,56759981
37,209308688,56778737
38,209618236,56862708
39,209466346,56821508
40,209644458,56869831
41,209465684,56821340
42,209275566,56769751
43,209056740,56710381
44,209149352,56735523
45,209415122,56807621
46,209158964,56738122
47,209177364,56743114
48,209100122,56722164
49,209106884,56724001
50,209107006,56724027
51,209113062,56725681
52,209151926,56736224
53,209239614,56760010
54,209082020,56717249
55,209126510,56729323
56,209372680,56796108
57,209135364,56731699
58,209131728,56730733
59,209128874,56729970
60,209121138,56727871
61,209114560,56726077
62,209383374,56798996
63,209084198,56717851
64,209120688,56727692
65,209234466,56758603
66,209164144,56739526
67,209070044,56714011
68,209151218,56736032
69,209122632,56728265
70,209151034,56735971
71,209240048,56760127
72,209076516,56715766
73,209075578,56715502
74,209098334,56721685
75,209292508,56774359
76,209081512,56717112
77,209120014,56727555
78,209243962,56761190
79,209099614,56722032
80,209427540,56810977
81,209097112,56721343
82,209121574,56727991
83,209141926,56733510
84,209136580,56732050
85,209074720,56715269
86,209015732,56699278
87,209065178,56712684
88,209061532,56711691
89,209194380,56747739
90,209132012,56730816
91,209212796,56752737
92,209521752,56836534
93,209933814,56948314
94,209144860,56734305
95,209315904,56780705
96,209562794,56847674
97,209764712,56902451
98,209703078,56885687
99,209615634,56862000
100,210772328,57175780
101,209404602,56804756
102,209156714,56737521
103,209330192,56784581
104,209065194,56712694
105,209260538,56765663
106,210011384,56969355
107,209086326,56718427
108,209107354,56724133
109,209177426,56743130
110,209333780,56785472
111,209763748,56902184
112,209150614,56735867
113,209205470,56750748
114,209209318,56751781
115,209627878,56865092
116,209098434,56721712
117,209087854,56718842
118,209143656,56733969
119,209417376,56808201
120,209061948,56711814
121,209074002,56715085
122,209160978,56738668
123,209134362,56731448
124,209268752,56767914
125,209076354,56715723
126,209119044,56727291
127,209178254,56743365
128,209156814,56737549
129,209180932,56744087
130,209377226,56797328
131,209501550,56831054
132,209475756,56824068
133,210393760,57073093
134,209694026,56883277
135,209864446,56929507
136,209333994,56785607
137,209266976,56767422
138,209225340,56756128
139,209569296,56849441
140,209230056,56757409
141,209682564,56880168
142,209279614,56770850
143,209521592,56836387
144,209756532,56900221
145,209619818,56862946
146,209618088,56862678
147,209694890,56883512
148,209476472,56824263
149,209663472,56874978
150,209945544,56951472
151,209330856,56784754
152,209582754,56853063
153,209365136,56794060
154,209372644,56796098
155,209496682,56829733
156,209378164,56797584
157,209485670,56826748
158,209790590,56909471
159,209327360,56783805
160,209520716,56836263
161,209086472,56718455
162,209120418,56727666
163,209108192,56724355
164,209073264,56714884
165,209294880,56774989
166,209286952,56772842
167,209138894,56732688
168,209587564,56854394
169,209050784,56708778
170,209075088,56715372
171,209190002,56746551
172,209065870,56712876
173,209155352,56737143
174,209086276,56718411
175,209031406,56703530
176,209065694,56712820
177,209173838,56742157
178,209119602,56727453
179,209182242,56744447
180,211148722,57277869
181,209887740,56935827
182,209446720,56816187
183,209099910,56722096
184,209237026,56759295
185,209157910,56737846
186,209627696,56865284
187,209100542,56722281
188,209086486,56718462
189,209093002,56720238
190,209622738,56863923
191,209729874,56892995
192,209121484,56727955
193,209105450,56723606
194,209350362,56790053
195,209061918,56711802
196,209163356,56739311
197,209069344,56713812
198,209187512,56745876
199,209135934,56731884
200,209045150,56707244
201,209777466,56905902
202,209244470,56761327
203,209863586,56929273
204,209150272,56735754
205,209121070,56727841
206,209103158,56722983
207,209135812,56731851
208,209087580,56718764
209,209060068,56711282
210,209158558,56738022
211,209116126,56726512
212,209237018,56759297
213,209110810,56725059
214,209093694,56720418
215,209162338,56739047
216,209170654,56741292
217,209086254,56718398
218,209278522,56770564
219,209349858,56789912
220,209161860,56738908
221,209632916,56866691
222,209555510,56845691
223,209078186,56716220
224,209101744,56722609
225,209102472,56722797
226,209161296,56738765
227,209162624,56739124
228,209150560,56735852
229,209113108,56725680
230,209207168,56751208
231,209036088,56704800
232,209068222,56713506
233,209168068,56740592
234,209155376,56737159
235,209086702,56718530
236,209171236,56741460
237,209100024,56722133
238,209110604,56725012
239,209674230,56877907
